term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
36 months,OWN,credit_card,Source Verified,Fully Paid,4475,4475,4475,15000,10.65,145.77,13.6,0,0,6,0,2806,11,5262.526095,5262.53,4475,772.53,19.04,0
36 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,6400,6400,6400,1.00E+05,7.29,198.47,6.56,0,0,4,0,24081,23,7144.643997,7144.64,6400,744.64,217.88,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,11200,11200,11200,78402,11.71,370.46,10.24,1,0,3,0,1094,16,13377.90384,13377.9,11200,2177.9,789.69,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,6000,6000,6000,185000,11.12,196.78,19.56,0,0,18,0,108230,34,7084.832852,7084.83,6000,1084.83,236.04,0
60 months,RENT,debt_consolidation,Not Verified,Current,18825,18525,18525,30000,13.49,426.17,22.48,0,0,9,0,18550,22,25107.34,25107.34,18083.08,7024.26,426.17,0
36 months,MORTGAGE,educational,Verified,Charged Off,24000,14000,7774.992364,105900,16.08,492.76,20.39,0,1,21,0,33627,61,10347.35,5727.09,7312.93,3034.42,45.99,1
36 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,3000,3000,3000,24000,7.9,93.88,2.25,0,0,3,0,739,13,3379.306094,3379.31,3000,379.31,96.06,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,2525,2525,2375,27000,12.21,84.12,10,0,1,5,0,5630,8,3028.319048,2848.42,2525,503.32,89.75,0
36 months,RENT,debt_consolidation,Not Verified,Charged Off,9750,9750,9750,39000,14.54,335.8,23.69,0,2,19,0,18102,23,6709.2,6709.2,4887.77,1821.43,335.8,1
60 months,RENT,other,Not Verified,Fully Paid,1500,1500,1500,56004,16.49,36.87,19.63,0,1,10,0,20036,16,2212.08598,2212.09,1500,712.09,36.75,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,7800,7800,7800,58000,15.58,187.95,3.04,0,1,5,0,3394,7,10568.88748,10568.89,7800,2768.89,4189.65,0
60 months,MORTGAGE,home_improvement,Verified,Fully Paid,10000,10000,10000,47004,13.61,230.67,20.42,0,2,8,0,2959,33,13333.83874,13333.84,10000,3333.84,4367.36,0
36 months,RENT,credit_card,Not Verified,Does not meet the credit policy. Status:Fully Paid,2400,2400,2400,81000,13.23,81.14,11.96,1,5,11,0,8430,26,2921.136787,2921.14,2400,521.14,88.78,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,2400,2400,2400,18000,13.61,81.58,4.27,0,1,7,0,3666,9,2936.880694,2936.88,2400,536.88,99.87,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,3500,3500,3500,30000,8,109.68,2.24,0,3,9,0,2298,20,3945.513965,3945.51,3500,445.51,19.35,0
60 months,RENT,debt_consolidation,Source Verified,Charged Off,6000,6000,6000,130000,18.62,154.4,8.08,0,3,7,0,13957,14,6437.3,6437.3,3240.66,2763.44,323.8,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4500,4500,4500,59000,12.68,150.94,11.19,0,0,4,1,0,8,5350.031351,5350.03,4500,850.03,1591.29,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4075,4075,4050,19200,8.32,128.3,1.25,0,0,4,0,296,5,4283.07071,4256.79,4075,208.07,123.61,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,9000,9000,9000,30000,5.99,273.76,13.6,0,0,13,0,13017,21,9855.228631,9855.23,9000,855.23,275.86,0
60 months,MORTGAGE,wedding,Verified,Fully Paid,15000,15000,14950,125000,13.43,344.61,25.06,0,1,16,0,65378,27,20471.96002,20403.72,15000,5471.96,770,0
36 months,RENT,debt_consolidation,Source Verified,Charged Off,4000,4000,4000,32000,5.42,120.64,13.99,0,0,16,0,1255,25,411.77,411.77,204.93,35.55,120.64,1
60 months,RENT,other,Verified,Fully Paid,20000,14000,13975,58595,13.98,325.62,4.67,0,0,8,0,7652,13,17293.02087,17262.14,14000,3293.02,1009.14,0
36 months,MORTGAGE,medical,Source Verified,Fully Paid,5400,5400,5400,38000,7.9,168.97,17.31,0,0,10,1,1718,22,5984.863036,5984.86,5400,584.86,2271.9,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,13000,13000,13000,50000,17.14,324.07,22.73,0,1,7,0,6320,26,19136.29997,19136.3,13000,6136.3,1559.12,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,23400,23400,23400,66960,7.49,727.78,15.66,0,0,6,0,2086,31,26132.84532,26132.85,23400,2732.85,4317.68,0
36 months,RENT,credit_card,Source Verified,Fully Paid,12000,12000,12000,50700,12.42,400.99,22.49,0,0,12,0,18682,18,14435.34999,14435.35,12000,2435.35,414.83,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9900,57000,11.14,328.04,16.21,0,0,13,0,29682,33,11765.69343,11648.02,10000,1765.69,1926.47,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5200,5200,5200,38000,7.88,162.66,4.93,0,3,18,0,2872,45,5855.927676,5855.93,5200,655.93,168.55,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,4000,4000,4000,24960,17.8,101.14,20.24,0,6,5,0,2799,18,4059.350833,4059.35,4000,59.35,4060.23,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Charged Off,6000,6000,1649.999685,36000,15.2,208.59,18.53,1,4,7,0,6970,11,5310.42,1456.15,3865.35,1341.63,208.59,1
36 months,OWN,other,Not Verified,Fully Paid,6500,6500,6400,32000,8.59,205.47,5.85,0,3,6,1,2400,16,7318.495491,7205.91,6500,818.5,2184.49,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,13000,13000,12000,54000,7.51,404.43,22.29,0,0,12,0,3667,35,14559.41882,13439.46,13000,1559.42,434.52,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,6275,6275,400,80000,16.96,223.6,19.89,1,6,15,0,16012,52,7047.166337,449.22,6275,772.17,469.93,0
36 months,RENT,credit_card,Source Verified,Fully Paid,5400,5400,5350,63000,14.54,185.98,19.28,0,1,14,0,21702,30,6695.219014,6633.23,5400,1295.22,190.52,0
36 months,RENT,credit_card,Not Verified,Fully Paid,3600,3600,3575,45000,6.91,111.01,2.35,0,0,6,0,4763,11,3996.458263,3968.71,3600,396.46,114.97,0
36 months,RENT,moving,Source Verified,Charged Off,1000,1000,1000,48000,15.58,34.96,1.61,0,2,3,0,0,22,78.93,78.93,21.93,12.96,34.96,1
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,1100,1100,1100,27804,13.23,25.16,13.81,0,7,7,0,1563,21,1112.27,1112.27,1100,12.27,1112.44,0
60 months,RENT,other,Source Verified,Fully Paid,3000,3000,3000,21000,17.43,75.26,8.29,0,2,5,0,1070,5,3491.005328,3491.01,3000,491.01,2664.84,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,6375,6375,6375,75000,5.99,193.92,29.92,0,0,17,0,10183,55,6438.23,6438.23,6375,63.23,6244.92,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,23000,23000,23000,80000,13.49,780.41,22.63,0,2,12,0,15075,26,28094.33541,28094.34,23000,5094.34,810.81,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,8000,8000,8000,70000,13.35,270.91,11.31,0,2,14,0,11519,26,9753.199351,9753.2,8000,1753.2,293.28,0
36 months,RENT,other,Not Verified,Fully Paid,6000,6000,6000,41280,13.61,203.94,21.98,0,0,5,0,21206,15,7196.04828,7196.05,6000,1196.05,2326.25,0
36 months,RENT,credit_card,Not Verified,Fully Paid,7200,7200,7200,67500,7.88,225.22,19.47,0,1,12,0,10861,29,8055.706499,8055.71,7200,855.71,1980.96,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,4000,4000,4000,55000,10.99,130.94,6.87,0,1,8,1,1911,11,4713.667226,4713.67,4000,713.67,151.55,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,8400,8400,8400,48000,6.03,255.66,13.55,0,0,8,0,13545,21,9135.148827,9135.15,8400,735.15,2746.76,0
36 months,RENT,house,Verified,Fully Paid,22000,22000,21870.46362,184992,14.46,756.84,22.43,0,2,11,0,27512,42,26400.37236,26242.37,22000,4347.53,10461.06,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,5000,5000,5000,40000,12.42,167.08,7.35,0,0,4,0,973,6,6014.721123,6014.72,5000,1014.72,178.68,0
36 months,RENT,small_business,Not Verified,Does not meet the credit policy. Status:Fully Paid,2400,2400,2400,70000,16,84.38,0.93,0,1,6,0,2024,9,2552.929356,2552.93,2400,152.93,2215.82,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,16000,16000,13300.39597,80000,12.84,537.89,17.16,0,2,6,1,19306,14,19391.06438,15798.81,16000,3364.18,543.69,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,35000,22800,22775,220000,15.23,545.17,11.42,0,3,15,0,19338,41,32322.35997,32286.92,22800,9522.36,3897.69,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,25000,15750,14707.69715,126504,13.61,363.3,21.8,0,0,13,0,61126,32,21797.86001,19894.9,15750,6047.86,387.64,0
36 months,MORTGAGE,home_improvement,Not Verified,Charged Off,15000,15000,5775.00441,64000,13.99,512.6,5.38,0,2,5,1,12945,14,4812.84,1850.78,2333.13,2479.71,562.64,1
60 months,RENT,debt_consolidation,Verified,Fully Paid,32000,32000,31569.1445,93500,19.74,843.19,16.36,0,0,10,1,33036,12,50513.52,49420.35,31961.81,18551.71,842.34,0
36 months,RENT,wedding,Not Verified,Fully Paid,11700,11700,11650,35000,13.06,394.56,24.45,0,0,22,0,21045,26,13834.67593,13775.55,11700,2134.68,5167.82,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,5000,5000,5000,27996,17.51,179.54,2.96,0,0,3,0,2757,3,6463.220154,6463.22,5000,1463.22,190.45,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,6000,6000,6000,39996,11.71,132.59,21.99,0,0,13,0,31994,29,2514.92,2514.92,1358.51,889.91,132.59,1
60 months,RENT,other,Not Verified,Fully Paid,12000,12000,12000,48000,14.91,284.92,12.05,0,2,4,0,12807,13,17094.54342,17094.54,12000,5094.54,284.26,0
36 months,RENT,other,Not Verified,Fully Paid,1000,1000,1000,28000,12.53,33.47,20.19,0,1,6,0,1697,13,1220.134427,1220.13,1000,205.13,3.5,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,3000,3000,3000,67000,7.9,93.88,22.03,0,0,15,0,12968,59,3333.332477,3333.33,3000,333.33,108.77,0
60 months,OWN,debt_consolidation,Not Verified,Charged Off,10000,10000,9574.915269,58000,9.63,210.66,7.51,0,0,11,0,20574,38,8780.43,8107.41,5930.15,2265.99,210.66,1
36 months,RENT,major_purchase,Not Verified,Does not meet the credit policy. Status:Fully Paid,7500,7500,7406.3,39996,16.95,267.21,21.57,0,2,5,0,3132,8,9619.146722,9513.07,7499.99,2119.16,270.56,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,15000,15000,15000,74028,10.59,488.18,15.5,0,0,6,0,16994,15,17549.08019,17549.08,15000,2549.08,69.43,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,9250,9250,8473.352924,31000,14.11,316.62,19.9,3,0,8,0,978,29,11297.55401,10251.79,9250,2047.55,2447.41,0
36 months,MORTGAGE,credit_card,Not Verified,Charged Off,6000,6000,0.014285826,60996,9.76,192.93,12.37,0,2,7,0,6432,23,1157.58,0,882.56,275.02,192.93,1
60 months,RENT,medical,Source Verified,Charged Off,4800,4800,4800,80000,13.98,111.64,11.26,0,2,5,1,6,22,2324.65,2324.65,1175.04,941.94,111.64,1
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,4000,4000,4000,87000,6.03,121.75,3.37,0,0,7,0,106,12,4382.690262,4382.69,4000,382.69,123.52,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,6000,6000,0,75000,13.87,204.69,25.84,0,0,10,0,30509,21,7134.922252,0,6000,1134.92,2836.79,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,8525,8525,8525,90000,14.54,293.61,1.24,2,0,13,0,6227,39,6795.56,6795.56,5010.73,1738.85,293.61,1
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,9000,9000,9000,47000,12.42,300.74,19.1,0,0,7,0,4012,17,10826.53001,10826.53,9000,1826.53,313.32,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,12000,12000,11475,80000,11.14,393.65,2.85,0,3,5,0,31183,11,13313.14881,12730.75,12000,1313.15,8196.87,0
36 months,RENT,other,Verified,Fully Paid,15000,15000,14475,60000,10.99,491.03,20.82,0,0,11,0,22716,26,17677.6529,17058.94,15000,2677.65,530.3,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,2500,2500,2500,40000,9.99,80.66,6.48,0,0,3,0,0,10,2903.602554,2903.6,2500,403.6,88.9,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,14000,14000,6718.58,62500,13.87,477.61,20.45,0,2,12,0,20065,16,16853.87668,8041.61,14000,2853.88,61.13,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,20000,20000,19796.4116,185000,11.36,658.23,8.34,0,0,10,0,46501,17,23697.72852,23455.83,20000,3697.73,696.14,0
36 months,RENT,small_business,Source Verified,Fully Paid,2000,2000,2000,12000,10.65,65.15,14.1,0,1,9,1,2357,15,2345.25,2345.25,2000,345.25,70.06,0
36 months,RENT,credit_card,Not Verified,Fully Paid,10800,10800,10775,119000,7.49,335.9,3.14,0,0,4,0,3417,18,12069.4855,12041.55,10800,1254.32,162.18,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,1500,1500,1500,31200,11.12,49.2,0.65,1,0,11,0,524,21,1771.080429,1771.08,1500,271.08,49.09,0
36 months,RENT,educational,Not Verified,Fully Paid,1000,1000,950,7200,11.14,32.81,9.5,0,2,5,0,1552,7,1009.49,959.02,1000,9.49,1009.58,0
36 months,MORTGAGE,other,Verified,Charged Off,10000,10000,10000,43700,9.63,320.95,1.35,0,2,9,0,1876,17,7702.36,7702.36,6328.86,1357.38,320.95,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,20000,20000,19403.28701,140000,10,645.35,5.25,0,0,6,0,1412,25,22829.88489,22146.16,20000,2829.88,8029.39,0
36 months,RENT,other,Source Verified,Fully Paid,2000,2000,2000,33204,14.72,69.06,12.69,0,0,3,0,1104,4,2488.145215,2488.15,2000,488.15,76.33,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3200,3200,3200,42000,12.18,106.56,20.91,0,3,7,0,973,14,3644.393939,3644.39,3200,444.39,1735.26,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,7000,7000,7000,40000,14.09,239.55,15.18,0,1,7,0,1740,8,8382.17227,8382.17,7000,1382.17,3119.89,0
36 months,RENT,credit_card,Not Verified,Fully Paid,6925,6925,6792.868134,39500,7.88,216.63,12.06,0,2,5,0,5573,7,7748.232146,7594.12,6925,823.23,1910.17,0
60 months,MORTGAGE,debt_consolidation,Verified,Current,15000,15000,14750,44000,14.27,351.13,16.5,0,0,5,0,11733,15,19267.06,18945.25,13279.55,5987.51,351.13,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9950,39312,15.7,350.11,21.73,0,0,8,0,12421,12,12604.31299,12541.29,10000,2604.31,377.83,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,6000,6000,5975,32560,8.94,190.63,11.24,0,1,10,1,3619,27,6863.174429,6834.58,6000,863.17,209.36,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,15000,15000,14975,76000,10.74,489.24,23.92,0,0,9,0,17721,20,17612.4676,17583.11,15000,2612.47,520.81,0
36 months,MORTGAGE,moving,Not Verified,Does not meet the credit policy. Status:Charged Off,3750,3750,250,7280,15.65,131.19,17.31,0,1,1,0,0,4,2937.66,195.1,2082.14,780.46,176.08,1
36 months,RENT,car,Not Verified,Fully Paid,10000,10000,10000,54996,13.47,339.23,5.59,2,1,6,0,2432,35,11215.61501,11215.62,10000,1215.61,10.24,0
36 months,RENT,credit_card,Verified,Fully Paid,21600,21600,21000,82000,13.61,734.16,24.64,0,0,11,0,35432,30,26211.4154,25483.32,21600,4611.42,588.21,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,9700,9700,9317.412407,60000,8.88,307.92,8.18,0,0,4,0,5151,20,11085.36939,10590.16,9700,1385.37,318.9,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,13350,13350,12470.64411,56000,14.59,460.11,12.19,1,0,13,0,9410,25,16563.95881,15370.02,13350,3213.96,934.15,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,7550,7550,7550,50000,14.79,178.79,12.65,0,1,8,0,10442,27,8939.5,8939.5,5843.14,3081.48,178.79,1
36 months,RENT,credit_card,Not Verified,Charged Off,9000,9000,9000,30000,5.99,273.76,11.68,0,0,6,0,9358,18,4104.9,4104.9,3553.8,551.1,273.76,1
60 months,RENT,car,Source Verified,Fully Paid,3500,3500,3500,14000,16.89,86.78,3,1,0,5,0,483,8,4555.169306,4555.17,3500,1055.17,2484.71,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,4500,4500,4500,108000,7.14,139.23,10.11,0,0,13,0,2186,38,5012.536054,5012.54,4500,512.54,147.84,0
36 months,MORTGAGE,wedding,Verified,Fully Paid,16000,16000,16000,172000,9.63,513.51,5.92,0,0,16,0,0,29,16254.60516,16254.61,16000,254.61,15742.92,0
36 months,MORTGAGE,other,Verified,Fully Paid,15000,15000,14961.65142,72400,11.89,497.46,11.85,0,4,12,0,1281,18,17908.85998,17861.79,15000,2908.86,536.06,0
36 months,RENT,debt_consolidation,Verified,Does not meet the credit policy. Status:Fully Paid,12000,12000,3425,95004,13.47,407.08,17.36,1,4,13,0,30250,29,14139.25518,4035.58,12000,2139.26,6000.45,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5500,5500,5500,24000,10.99,180.04,23.45,0,0,8,0,7840,21,6481.308473,6481.31,5500,981.31,206.53,0
36 months,MORTGAGE,home_improvement,Source Verified,Charged Off,6500,6500,6425,73000,14.11,222.49,11.59,0,1,4,0,0,22,6545.92,6470.49,4430.85,1619.86,98.51,1
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,10000,10000,10000,62920,14.59,344.65,18.48,0,3,13,0,6818,38,11509.6,11509.6,9069.53,2298.26,30.82,1
36 months,MORTGAGE,other,Not Verified,Fully Paid,4200,4200,4200,38400,7.49,130.63,15.84,0,3,11,0,3371,28,4702.552401,4702.55,4200,502.55,147.39,0
36 months,MORTGAGE,wedding,Not Verified,Does not meet the credit policy. Status:Fully Paid,6700,6700,0,137500,18.61,244.28,28.26,0,3,22,0,205016,50,7636.935049,0,6700,936.94,5438.59,0
36 months,MORTGAGE,other,Not Verified,Charged Off,10000,10000,10000,86807,8.94,317.72,13.34,0,0,12,0,39299,40,8500.6,8500.6,6353.31,1256.85,317.72,1
36 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,3200,3200,3200,51996,6.99,98.8,9.81,0,0,12,0,42,29,3480.988632,3480.99,3200,280.99,1607.72,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,2400,2400,2400,18000,14.72,82.87,1.67,0,0,9,0,0,10,2869.291635,2869.29,2400,469.3,1214.84,0
36 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,6000,6000,6000,55000,12.99,202.14,19.11,0,1,12,0,7785,24,7217.649913,7217.65,6000,1217.65,1568.61,0
60 months,OWN,moving,Not Verified,Charged Off,4000,4000,4000,30000,12.68,90.36,1.12,0,3,5,0,981,19,2323.18,2323.18,1300.07,858.73,90.36,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,12000,12000,10187.42,125000,16,421.89,23.85,1,2,15,0,61956,32,14212.00916,12287.44,11999.99,2212.02,7466.45,0
36 months,MORTGAGE,credit_card,Verified,Does not meet the credit policy. Status:Fully Paid,18000,18000,12450,63000,17.34,644.8,25.68,1,2,14,0,6461,27,23122.21316,15992.86,18000,5122.21,3182.36,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,5000,5000,5000,28800,11.99,166.05,13.21,0,1,7,0,4218,7,5992.715447,5992.72,5000,977.72,17.59,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,5100,5100,3265.23,59000,8.32,160.57,7.08,0,0,9,0,25336,19,5780.499244,3692.83,5099.99,680.51,172.56,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5750,5750,5600,34000,11.36,189.24,19.02,0,0,11,1,5982,23,6813.277837,6635.54,5750,1063.28,202.59,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,25000,15825,15051.08804,80000,13.23,361.94,20.11,0,0,11,0,33084,18,21715.83827,20270.4,15825,5890.84,361.37,0
60 months,RENT,major_purchase,Not Verified,Fully Paid,8400,8400,8150,87996,16.77,207.73,11.35,0,0,8,0,9551,13,12290.64001,11924.85,8400,3890.64,2319.6,0
36 months,MORTGAGE,other,Not Verified,Charged Off,25000,7850,3799.999312,2.00E+05,13.24,265.41,15.62,0,3,12,0,36293,47,2753.44,1330.81,1877.01,861.52,103.4,1
36 months,MORTGAGE,credit_card,Source Verified,Fully Paid,10000,6300,5887.864277,45000,5.79,191.06,8.64,0,2,8,0,7051,33,6878.22908,6396.07,6300,578.23,217.29,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,15000,15000,14900,57996,9.62,481.34,6.41,0,0,4,0,11462,8,17249.52587,17134.53,15000,2249.53,3311.3,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,10200,10200,10200,60000,14.17,238.24,20.36,0,1,7,1,2772,34,14309.07001,14309.07,10200,4094.07,237.91,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,13000,13000,12814.67999,35328,8.59,410.94,17.63,0,0,8,0,10340,17,14794.21382,14582.42,13000,1794.21,417.64,0
36 months,OWN,credit_card,Not Verified,Fully Paid,10000,10000,10000,25000,13.49,339.31,10.32,0,2,8,0,10251,14,12214.91792,12214.92,10000,2214.92,358.73,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,20000,20000,19813.02851,98000,11.83,662.68,19.93,0,2,9,0,41347,24,23858.84185,23634.5,20000,3858.84,732.15,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,3200,3200,3200,77000,14.61,110.33,16.44,1,1,6,0,5843,24,3971.444182,3971.44,3200,771.44,113.95,0
60 months,RENT,credit_card,Verified,Fully Paid,15000,15000,14975,110000,21.27,408.09,11.17,0,0,7,0,12708,10,24484.55035,24443.74,15000,9484.55,409.04,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,2000,2000,2000,14400,6.92,61.69,15.83,0,2,13,0,2901,21,2220.483674,2220.48,2000,220.48,64.16,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,16000,16000,16000,40000,12.99,539.03,7.59,0,0,4,0,16651,13,19287.50655,19287.51,16000,3287.51,3670.9,0
36 months,MORTGAGE,car,Source Verified,Fully Paid,6000,6000,5991.13,54000,6.17,183,15.29,0,1,7,0,5538,23,6359.485695,6348.82,6000,359.49,3984.26,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9975,60000,14.96,346.47,21.02,0,3,13,0,32238,23,12473.24914,12442.07,10000,2473.25,375.18,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,9600,9600,9600,57000,15.96,337.32,5.35,0,2,9,0,4895,9,10844.84378,10844.84,9600,1244.84,7478.96,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,15000,15000,15000,31200,14.27,514.64,5.54,0,0,5,0,2373,7,18262.98284,18262.98,15000,3262.98,4899.54,0
36 months,OWN,credit_card,Verified,Fully Paid,16400,16400,16400,140000,15.96,576.26,12.71,0,3,13,0,15891,21,20744.97998,20744.98,16400,4344.98,602.22,0
